	Dim1	Dim2
1	-0.07280687473171628	0.02534447011106931
2	-0.2070885550156264	-0.08011965718260503
3	-0.186160180460789	-0.06547438329010892
4	-0.2053338652436614	-0.07913993633741156
5	0.14121490941704157	-0.023722354538230777
6	0.1365017095409335	-0.01738597652529398
7	0.1262481454090369	-0.01230101983447691
8	0.1154263894404769	-0.00957892074823843
9	-0.058319656738251534	0.034214671278172376
10	0.12921069988149234	-0.014843281276329933
11	0.09790537000365875	0.0037894402316415595
12	0.15467614163127472	-0.027929411564530833
13	0.16583349454965313	-0.039364786889646605
14	0.14289429142138454	-0.020201873164300797
15	-0.05486463572095173	0.035497662657623504
16	0.13822939624863256	-0.038495056304349386
17	0.13448004270455416	-0.03637769781115577
18	0.10726901094719797	0.00014464263080392242
19	0.062787691695266	0.02629643449626501
20	0.1466380711665968	-0.022572223442115503
21	0.08527635213780252	0.015765014420651285
22	0.16380944352484772	-0.036881800613853315
23	0.03871836244144245	0.03424091770275866
24	0.13616598071132707	-0.037347850073477136
25	0.13099499495038644	-0.03501244948118198
26	0.13824615129298623	-0.030454120149796385
27	0.15575628209826187	-0.02850114238916373
28	0.13782068955127308	-0.03949974954038446
29	0.08026263133337513	0.015441991389134244
30	0.00757684592709422	0.038584325356063154
31	-0.07168138843016135	0.02264261246465707
32	0.058954888687199405	0.027219706030441885
33	0.04826225045664173	0.03085517569584746
34	0.15843893713606488	-0.03246317835006658
35	0.05506705533354451	0.03254741452202529
36	-0.02497130284633398	0.04481606784857165
37	0.013269237774690457	0.045596901900666564
38	-0.1946728539020507	-0.06866252896790283
39	-0.07113222917100875	0.023936298358838586
40	-0.146658462025181	-0.016937384346269048
41	-0.09005156156727512	0.015792068123992357
42	-0.15080416273450903	-0.024706093786694448
43	-0.18425132575519568	-0.06033349493793136
44	-0.07034419352826173	0.028550673969088756
45	-0.1017231157943525	0.008779496319755293
46	-0.0522497937426738	0.03741184125041107
47	-0.004261991749048985	0.04399053471597794
48	-0.1155009636962426	0.0015670713398706485
49	0.011452368950077375	0.038649801576171615
50	-0.1391829626945914	-0.011630152008453788
51	-0.06237054447496928	0.027148977122669685
52	-0.10440922249008769	0.007879363591848477
53	-0.11269472282814876	0.0035025779876164914
54	-0.040471335232614994	0.025749010098156524
55	-0.03153430781009006	0.028606622887453553
56	-0.11800530871540278	0.0005362501888263502
57	-0.030455381352879823	0.015969287952813955
58	-0.047162869578681266	0.04117799447355449
59	-0.09554789242421428	0.014571016032370872
60	-0.1257042974225343	-0.004284789846948333
61	-0.02537322186375907	0.022989963809278074
62	-0.030383527914910082	0.015655742937199256
63	0.010951649909943049	0.035835454362089375
64	-0.03859810575244348	0.02564150664013575
65	-0.04804762691935561	0.02390176551402292
66	0.02111016992199272	0.037797205934479404
67	-0.20748732924912006	-0.07983392076054276
68	-0.04829146083445937	0.027100130551324268
69	0.1498486750308634	-0.023225352964447717
70	-0.03270110081545882	0.0315424826515695
